* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: 13:08:36 14/06/2025
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: A plus B
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.885 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
3044.370117	101.1986	-169.1484
3066.430908	101.2156	-172.0677
3088.651611	101.2293	-175.2445
3111.033203	101.2211	-178.6569
3133.577148	101.1711	177.7846
3156.28418	101.0619	174.167
3179.156006	100.8937	170.7425
3202.193359	100.6847	167.7346
3225.397949	100.4754	165.1269
3248.770508	100.2971	162.8244
3272.3125	100.1671	160.6375
3296.024902	100.0798	158.303
3319.90918	100.0125	155.7503
3343.966797	99.9422	153.0035
3368.198486	99.8542	150.1958
3392.605713	99.7488	147.3822
3417.189941	99.6315	144.6673
3441.952393	99.5135	142.1048
3466.894287	99.4061	139.6199
3492.016846	99.3158	137.1924
3517.321289	99.2448	134.7846
3542.809326	99.1923	132.2842
3568.481934	99.1519	129.6837
3594.340576	99.1179	126.9931
3620.386719	99.0845	124.1564
3646.621582	99.0461	121.2198
3673.046387	98.9981	118.2403
3699.662842	98.9406	115.193
3726.472168	98.8753	112.1269
3753.475586	98.8023	109.0795
3780.675049	98.7238	105.9984
3808.071289	98.6403	102.9108
3835.666016	98.5487	99.8279
3863.460938	98.4497	96.7999
3891.457275	98.3463	93.8041
3919.65625	98.2428	90.8863
3948.059814	98.1458	88.0639
3976.668945	98.0602	85.252
4005.485596	97.9878	82.4344
4034.510986	97.9238	79.6094
4063.746582	97.8673	76.7268
4093.194336	97.8177	73.8297
4122.855469	97.7767	70.955
4152.730957	97.7521	68.0324
4182.82373	97.7445	65.0196
4213.133789	97.7495	61.8591
4243.664062	97.754	58.4693
4274.415527	97.7423	54.9148
4305.389648	97.7093	51.307
4336.588379	97.6567	47.692
4368.013184	97.5932	44.1617
4399.665527	97.5326	40.7307
4431.547363	97.4866	37.365
4463.660156	97.46	33.9203
4496.005371	97.4484	30.3426
4528.585449	97.4404	26.6097
4561.401367	97.4267	22.6864
4594.455078	97.3991	18.6271
4627.748535	97.3541	14.4979
4661.283203	97.2893	10.3028
4695.060547	97.2058	6.1061
4729.083008	97.1048	1.9663
4763.352051	96.9931	-2.1232
4797.869141	96.8755	-6.1092
4832.636719	96.7625	-9.9598
4867.655762	96.6658	-13.7474
4902.928711	96.5931	-17.5221
4938.45752	96.5441	-21.3387
4974.243652	96.5155	-25.2944
