* Measurement data measured by REW V5.20.13
* Source: /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt
* Format: Comma/Tab/Space delimited data
* Dated: Feb 21, 2023 8:24:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt Format: Comma/Tab/Space delimited data 957 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: port and woofer nearfield
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
3699.662842	85.015	-140.2140
3726.472168	85.236	-139.4054
3753.475586	85.460	-138.5637
3780.675049	85.684	-137.7324
3808.071289	85.908	-136.9704
3835.666016	86.128	-136.3339
3863.460938	86.345	-135.8689
3891.457275	86.558	-135.6137
3919.656250	86.769	-135.5888
3948.059814	86.980	-135.7964
3976.668945	87.192	-136.2189
4005.485596	87.408	-136.8119
4034.510986	87.632	-137.5225
4063.746582	87.869	-138.3102
4093.194336	88.120	-139.1459
4122.855469	88.385	-140.0112
4152.730957	88.661	-140.8979
4182.823730	88.946	-141.8060
4213.133789	89.240	-142.7584
4243.664062	89.538	-143.8019
4274.415527	89.837	-144.9966
4305.389648	90.128	-146.3917
4336.588379	90.405	-148.0162
4368.013184	90.660	-149.8764
4399.665527	90.890	-151.9481
4431.547363	91.089	-154.1860
4463.660156	91.259	-156.5379
4496.005371	91.399	-158.9474
4528.585449	91.515	-161.3701
4561.401367	91.611	-163.7900
4594.455078	91.694	-166.2143
4627.748535	91.765	-168.6628
4661.283203	91.831	-171.1534
4695.060547	91.896	-173.6905
4729.083008	91.973	-176.2770
4763.352051	92.073	-178.9347
4797.869141	92.210	178.2897
4832.636719	92.384	175.3235
4867.655762	92.587	172.0883
4902.928711	92.795	168.5353
4938.457520	92.980	164.6935
4974.243652	93.122	160.6814
5010.289062	93.210	156.6567
5046.595703	93.256	152.7421
5083.165527	93.278	148.9669
5120.000000	93.294	145.2631
5157.101562	93.319	141.5193
5194.472168	93.357	137.6255
5232.113281	93.406	133.5002
5270.027344	93.454	129.1160
5308.216309	93.484	124.5055
5346.681641	93.479	119.7385
5385.426270	93.423	114.8943
5424.451172	93.304	110.0367
5463.758789	93.112	105.2050
5503.351562	92.838	100.4357
5543.230957	92.476	95.7935
5583.399414	92.027	91.3722
5623.859375	91.498	87.2828
5664.611816	90.904	83.6458
5705.660156	90.265	80.5904
5747.005859	89.595	78.3012
